SAMPLE NAME	HGNC ID	GENE NAME	PROCESS	LOG2FOLD	P-VALUE
AF_vs_Sham_RA_RNA_adj_user	SUPV3L1	Suv3 like RNA helicase	Replication & Transcription	-0.083927	0.704022
AF_vs_Sham_RA_RNA_adj_user	TEFM	transcription elongation factor, mitochondrial	Replication & Transcription	0.490222	0.00214087
AF_vs_Sham_RA_RNA_adj_user	TFB1M	transcription factor B1, mitochondrial	Replication & Transcription	-0.0680083	0.844798
AF_vs_Sham_RA_RNA_adj_user	TFB2M	transcription factor B2, mitochondrial	Replication & Transcription	0.317436	0.105895
AF_vs_Sham_RA_RNA_adj_user	TK2	thymidine kinase 1	Replication & Transcription	-0.281333	0.0246802
AF_vs_Sham_RA_RNA_adj_user	TOP1MT	DNA topoisomerase I mitochondrial	Replication & Transcription	-0.259611	0.532208
AF_vs_Sham_RA_RNA_adj_user	TOP3A	DNA topoisomerase III alpha	Replication & Transcription	0.0105551	0.957463
AF_vs_Sham_RA_RNA_adj_user	TRUB2	TruB pseudouridine synthase family member 2	Replication & Transcription	0.012188	0.955135
AF_vs_Sham_RA_RNA_adj_user	TWNK	twinkle mtDNA helicase	Replication & Transcription	0.456228	0.0673148
AF_vs_Sham_RA_RNA_adj_user	UNG	uracil DNA glycosylase	Replication & Transcription	0.616797	0.0100726
AF_vs_Sham_RA_RNA_adj_user	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	Replication & Transcription	-0.346061	0.064349
AF_vs_Sham_RA_RNA_adj_user	ARNT	aryl hydrocarbon receptor nuclear translocator	Transcription (nuclear)	-0.430232	0.0200706
AF_vs_Sham_RA_RNA_adj_user	ATF4	activating transcription factor 4 	Transcription (nuclear)	-0.433443	0.131017
AF_vs_Sham_RA_RNA_adj_user	CREB1	cAMP responsive element binding protein 1	Transcription (nuclear)	-0.406653	0.163059
AF_vs_Sham_RA_RNA_adj_user	ESRRA	estrogen related receptor alpha	Transcription (nuclear)	0.231704	0.0274458
AF_vs_Sham_RA_RNA_adj_user	FOXO3	forkhead box O3 	Transcription (nuclear)	0.0218197	0.940108
AF_vs_Sham_RA_RNA_adj_user	GABPA	GA binding protein transcription factor subunit alpha	Transcription (nuclear)	-0.268052	0.302847
AF_vs_Sham_RA_RNA_adj_user	HIF1A	hypoxia inducible factor 1 subunit alpha 	Transcription (nuclear)	-0.0792838	0.83173
AF_vs_Sham_RA_RNA_adj_user	MITF	melanocyte inducing transcription factor 	Transcription (nuclear)	-0.145258	0.413177
AF_vs_Sham_RA_RNA_adj_user	MYC	MYC proto-oncogene, bHLH transcription factor	Transcription (nuclear)	-0.252435	0.695019
AF_vs_Sham_RA_RNA_adj_user	NRF1	nuclear respiratory factor 1	Transcription (nuclear)	-0.0469624	0.887563
AF_vs_Sham_RA_RNA_adj_user	PPARA	peroxisome proliferator activated receptor alpha	Transcription (nuclear)	-0.0145957	0.980357
AF_vs_Sham_RA_RNA_adj_user	PPARG	peroxisome proliferator activated receptor gamma	Transcription (nuclear)	-0.449513	0.0911663
AF_vs_Sham_RA_RNA_adj_user	PPARGC1A	PPARG coactivator 1 alpha	Transcription (nuclear)	-1.40799	0.000137264
AF_vs_Sham_RA_RNA_adj_user	PPARGC1B	PPARG coactivator 1 beta	Transcription (nuclear)	-0.196892	0.525664
AF_vs_Sham_RA_RNA_adj_user	PPRC1	PPARG related coactivator 1	Transcription (nuclear)	-0.229092	0.441896
AF_vs_Sham_RA_RNA_adj_user	RELA	RELA proto-oncogene, NF-kB subunit 	Transcription (nuclear)	-0.590353	0.00198044
AF_vs_Sham_RA_RNA_adj_user	SP1	Sp1 transcription factor	Transcription (nuclear)	-0.586863	0.117445
AF_vs_Sham_RA_RNA_adj_user	TFE3	transcription factor binding to IGHM enhancer 3	Transcription (nuclear)	-0.317715	0.075478
AF_vs_Sham_RA_RNA_adj_user	TFEB	transcription factor EB	Transcription (nuclear)	-0.439537	0.0137813
AF_vs_Sham_RA_RNA_adj_user	TP53	tumor protein p53	Transcription (nuclear)	-0.339377	0.165092
AF_vs_Sham_RA_RNA_adj_user	YAP1	Yes associated protein 1	Transcription (nuclear)	-0.37208	0.0528326
AF_vs_Sham_RA_RNA_adj_user	YY1	YY1 transcription factor	Transcription (nuclear)	-0.00890655	0.962007
AF_vs_Sham_RA_RNA_adj_user	ABCB10	ATP binding cassette subfamily B member 10	Transmembrane Transport	0.224476	0.195906
AF_vs_Sham_RA_RNA_adj_user	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	Transmembrane Transport	0.0432205	0.872795
AF_vs_Sham_RA_RNA_adj_user	ABCB7	ATP binding cassette subfamily B member 7	Transmembrane Transport	0.0304123	0.874844
AF_vs_Sham_RA_RNA_adj_user	ABCB8	ATP binding cassette subfamily B member 8	Transmembrane Transport	-0.197065	0.216979
AF_vs_Sham_RA_RNA_adj_user	ABCD3	ATP binding cassette subfamily D member 3	Transmembrane Transport	-0.0637496	0.770729
AF_vs_Sham_RA_RNA_adj_user	ABCE1	ATP binding cassette subfamily E member 1	Transmembrane Transport	-0.193834	0.208761
AF_vs_Sham_RA_RNA_adj_user	ABCF2	ATP binding cassette subfamily F member 2	Transmembrane Transport	0.0224573	0.9111
AF_vs_Sham_RA_RNA_adj_user	FAM210B	family with sequence similarity 210 member B	Transmembrane Transport	0.174482	0.277687
AF_vs_Sham_RA_RNA_adj_user	MRS2	magnesium transporter MRS2	Transmembrane Transport	0.269439	0.0358058
AF_vs_Sham_RA_RNA_adj_user	NIPSNAP3A	nipsnap homolog 3A	Transmembrane Transport	0.127488	0.773716
AF_vs_Sham_RA_RNA_adj_user	NIPSNAP3B	nipsnap homolog 3B	Transmembrane Transport	-0.063192	0.771766
AF_vs_Sham_RA_RNA_adj_user	SFXN1	sideroflexin 1	Transmembrane Transport	-0.161333	0.818061
AF_vs_Sham_RA_RNA_adj_user	SFXN3	sideroflexin 3	Transmembrane Transport	-0.618748	0.0827954
AF_vs_Sham_RA_RNA_adj_user	SFXN4	sideroflexin 4	Transmembrane Transport	0.380181	0.0741892
AF_vs_Sham_RA_RNA_adj_user	SFXN5	sideroflexin 5	Transmembrane Transport	-0.15856	0.646327
AF_vs_Sham_RA_RNA_adj_user	VDAC1	voltage dependent anion channel 1	Transmembrane Transport	0.0794075	0.515735
AF_vs_Sham_RA_RNA_adj_user	VDAC2	voltage dependent anion channel 2	Transmembrane Transport	0.0854335	0.361419
AF_vs_Sham_RA_RNA_adj_user	VDAC3	voltage dependent anion channel 3	Transmembrane Transport	-0.00335536	0.98842
AF_vs_Sham_RA_RNA_adj_user	ACO1	aconitase 1	Tricarboxylic Acid Cycle	0.270892	0.147153
AF_vs_Sham_RA_RNA_adj_user	ACO2	aconitase 2	Tricarboxylic Acid Cycle	0.130919	0.351437
AF_vs_Sham_RA_RNA_adj_user	CS	citrate synthase	Tricarboxylic Acid Cycle	0.169053	0.0901255
AF_vs_Sham_RA_RNA_adj_user	DLD	dihydrolipoamide dehydrogenase	Tricarboxylic Acid Cycle	0.190286	0.119093
AF_vs_Sham_RA_RNA_adj_user	DLST	dihydrolipoamide S-succinyltransferase	Tricarboxylic Acid Cycle	-0.000510169	0.997233
AF_vs_Sham_RA_RNA_adj_user	FH	fumarate hydratase	Tricarboxylic Acid Cycle	0.191218	0.0872907
AF_vs_Sham_RA_RNA_adj_user	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	Tricarboxylic Acid Cycle	0.0217572	0.946482
AF_vs_Sham_RA_RNA_adj_user	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	Tricarboxylic Acid Cycle	0.0816013	0.521197
AF_vs_Sham_RA_RNA_adj_user	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	Tricarboxylic Acid Cycle	0.218465	0.0359792
AF_vs_Sham_RA_RNA_adj_user	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta	Tricarboxylic Acid Cycle	0.175861	0.118226
AF_vs_Sham_RA_RNA_adj_user	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	Tricarboxylic Acid Cycle	-0.122117	0.328778
AF_vs_Sham_RA_RNA_adj_user	MDH1	malate dehydrogenase 1	Tricarboxylic Acid Cycle	0.0383605	0.784081
AF_vs_Sham_RA_RNA_adj_user	MDH2	malate dehydrogenase 2	Tricarboxylic Acid Cycle	0.09652	0.462277
AF_vs_Sham_RA_RNA_adj_user	NNT	nicotinamide nucleotide transhydrogenase	Tricarboxylic Acid Cycle	0.225736	0.355317
AF_vs_Sham_RA_RNA_adj_user	OGDH	oxoglutarate dehydrogenase	Tricarboxylic Acid Cycle	0.0174415	0.908707
AF_vs_Sham_RA_RNA_adj_user	OGDHL	oxoglutarate dehydrogenase like	Tricarboxylic Acid Cycle	-0.380662	0.558143
AF_vs_Sham_RA_RNA_adj_user	PDHX	pyruvate dehydrogenase complex component X	Tricarboxylic Acid Cycle	0.240685	0.017314
AF_vs_Sham_RA_RNA_adj_user	PPTC7	PTC7 protein phosphatase homolog	Tricarboxylic Acid Cycle	0.316964	0.143128
AF_vs_Sham_RA_RNA_adj_user	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	Tricarboxylic Acid Cycle	0.0255146	0.858028
AF_vs_Sham_RA_RNA_adj_user	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	Tricarboxylic Acid Cycle	0.00522187	0.975328
AF_vs_Sham_RA_RNA_adj_user	ATF5	activating transcription factor 5	UPRmt	-0.281504	0.249123
AF_vs_Sham_RA_RNA_adj_user	DDIT3	DNA damage inducible transcript 3	UPRmt	-1.05307	0.0000115319
AF_vs_Sham_RA_RNA_adj_user	KDM6B	lysine demethylase 6B	UPRmt	-0.822436	0.149338
AF_vs_Sham_RA_RNA_adj_user	PHF8	PHD finger protein 8	UPRmt	-0.57302	0.0125478
AF_vs_Sham_RA_RNA_adj_user	SATB1	SATB homeobox 1	UPRmt	-0.465344	0.0416546
AF_vs_Sham_RA_RNA_adj_user	UBL5	ubiquitin like 5 	UPRmt	0.432327	0.0185492
AF_vs_Sham_RA_RNA_adj_user	COQ2	coenzyme Q2, polyprenyltransferase	Ubiquinone Biosynthesis	0.230561	0.0783588
AF_vs_Sham_RA_RNA_adj_user	COQ3	coenzyme Q3, methyltransferase	Ubiquinone Biosynthesis	-0.00131324	0.997233
AF_vs_Sham_RA_RNA_adj_user	COQ4	coenzyme Q4	Ubiquinone Biosynthesis	0.197101	0.253507
AF_vs_Sham_RA_RNA_adj_user	COQ5	coenzyme Q5, methyltransferase	Ubiquinone Biosynthesis	0.123625	0.336501
AF_vs_Sham_RA_RNA_adj_user	COQ6	coenzyme Q6, monooxygenase	Ubiquinone Biosynthesis	0.214685	0.120625
AF_vs_Sham_RA_RNA_adj_user	COQ7	coenzyme Q7, hydroxylase	Ubiquinone Biosynthesis	0.450672	0.0161894
AF_vs_Sham_RA_RNA_adj_user	COQ9	coenzyme Q9	Ubiquinone Biosynthesis	0.228864	0.129338
AF_vs_Sham_RA_RNA_adj_user	PDSS1	decaprenyl diphosphate synthase subunit 1	Ubiquinone Biosynthesis	0.044255	0.919025
AF_vs_Sham_RA_RNA_adj_user	PDSS2	decaprenyl diphosphate synthase subunit 2	Ubiquinone Biosynthesis	0.143887	0.51622
AF_vs_Sham_RA_RNA_adj_user	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	Unknown	0.0644309	0.84775
AF_vs_Sham_RA_RNA_adj_user	HSDL1	hydroxysteroid dehydrogenase like 1	Unknown	-0.131789	0.556404
AF_vs_Sham_RA_RNA_adj_user	PNKD	PNKD metallo-beta-lactamase domain containing	Unknown	-0.0344875	0.867021
AF_vs_Sham_RA_RNA_adj_user	RSAD1	radical S-adenosyl methionine domain containing 1	Unknown	0.0469212	0.815318
AF_vs_Sham_RA_RNA_adj_user	TMEM126A	transmembrane protein 126A	Unknown	0.416201	0.0310932
AF_vs_Sham_RA_RNA_adj_user	TMEM143	transmembrane protein 143	Unknown	0.0992208	0.601185
----------------------------
----------------------------

