;Loading1;Loading2;Loading3;Loading4;Loading5;ids;type;label
CMPK1.rna_b;0.189098575538074;-0.288613019561515;0.162444614671366;-0.199721180833277;-0.226891873030447;CMPK1;rna_b;CMPK1
CTF1.rna_b;-0.546598287246217;0.0622536662989042;0.347621778312435;0.282828543931232;0.0326417959928219;CTF1;rna_b;CTF1
MBTPS2.rna_b;-0.814372253655131;-0.0172237283664497;-0.0373060545474214;0.0218280195738584;0.0416286500054723;MBTPS2;rna_b;MBTPS2
VDAC3.rna_b;0.578614982417778;-0.182144552880582;-0.0429668742078435;-0.00881592594542393;0.00164014100561061;VDAC3;rna_b;VDAC3
TMEM8B.rna_b;-0.0301146856946411;-0.383424387559595;0.489752702123923;0.225580928276562;-0.0345365855323221;TMEM8B;rna_b;TMEM8B
DBNDD2.rna_b;0.700026111905867;0.169644506471281;-0.00254047332460476;0.257386666428621;0.0681815347731998;DBNDD2;rna_b;DBNDD2
DZIP3.rna_b;-0.253770486163015;-0.0831379495989824;-0.254130111948917;0.00939032555469534;-0.205173272915845;DZIP3;rna_b;DZIP3
NIT1.rna_b;0.600695855892435;-0.484969615543387;0.228336040885227;0.0395033740402205;-0.0224219017683138;NIT1;rna_b;NIT1
GCFC2.rna_b;-0.383208785581455;-0.119025853241916;-0.399998257471939;-0.28388861925735;-0.111814645177068;GCFC2;rna_b;GCFC2
CEP19.rna_b;-0.46049448560641;0.0562714620402746;0.205564399793;0.260219493200347;-0.182780623984315;CEP19;rna_b;CEP19
LTBR.rna_b;0.185178238432633;0.272134800457862;-0.537070408652988;0.0946446876356108;0.225273108531448;LTBR;rna_b;LTBR
FAM185A.rna_b;-0.535369574698128;0.0671112469342032;-0.271803040891376;-0.0079171802540525;0.369436859938712;FAM185A;rna_b;FAM185A
ZC3H12C.rna_b;-0.834063526225865;0.00313931408458538;8,75E+09;-0.0244640670921544;-0.132856779429453;ZC3H12C;rna_b;ZC3H12C
DOLPP1.rna_b;0.147252328641749;-0.31461712666788;-0.189999878731808;0.368770861147098;-0.125699030909174;DOLPP1;rna_b;DOLPP1
ENSECAG00000000464.rna_b;-0.686136194762874;0.442097485041727;0.0868753613951215;-0.137273769481366;0.228548779206738;ENSECAG00000000464;rna_b;ENSECAG00000000464
ELL.rna_b;-0.05432129691807;0.405209397871763;-0.157921429568274;-0.188276584279528;0.0595127092278173;ELL;rna_b;ELL
TRMU.rna_b;0.463409529363153;-0.00256275760381003;-0.205932270480932;-0.0814446448978507;-0.527608892761933;TRMU;rna_b;TRMU
MINDY3.rna_b;0.495169203545345;-0.266265030491789;-0.13795838474441;0.55702666116901;-0.0462244363143846;MINDY3;rna_b;MINDY3
NRROS.rna_b;-0.182620428043946;0.0222390111610338;-0.518412228330587;-0.318892713850035;0.0198698582662034;NRROS;rna_b;NRROS
KIFBP.rna_b;-0.545244412991616;-0.0011855632005475;0.459981170145989;0.299666030784284;0.185158426511268;KIFBP;rna_b;KIFBP
ATAD1.rna_b;-0.254878768502119;-0.541154052215437;0.109038215885465;0.155000324182875;0.000535718735807961;ATAD1;rna_b;ATAD1
GABARAPL2.rna_b;0.590598816363044;-0.385738760310142;-0.132985326999171;0.165907435949893;-0.0547104941605728;GABARAPL2;rna_b;GABARAPL2
ENSECAG00000000477.rna_b;-0.849652439439473;-0.193411978921187;0.164956730919773;0.0400101975107734;0.0127768538909349;ENSECAG00000000477;rna_b;ENSECAG00000000477
CA5B.rna_b;0.176988862854987;0.292785148284933;-0.397492314828162;-0.0480609512117004;0.33742994791943;CA5B;rna_b;CA5B
SETD3.rna_b;0.205075412714891;-0.614103678408356;0.305470199475676;0.121130295577735;-0.100321548631665;SETD3;rna_b;SETD3
ABI3BP.rna_b;0.329055519158843;0.0448865448823602;-0.514126661855203;-0.0316479241625369;0.343689654861679;ABI3BP;rna_b;ABI3BP
BCL7C.rna_b;0.795536015557488;-0.277501290843491;0.117687260913536;0.242673466794113;0.0295990638840876;BCL7C;rna_b;BCL7C
PPARA.rna_b;-0.940881302306115;-0.0366537225034716;0.0955547270573228;0.0184510332601589;-0.0993563643792176;PPARA;rna_b;PPARA
ENSECAG00000000485.rna_b;-0.339213176667757;0.328462972773236;0.345117229756751;0.0723254066272999;0.0838744055551929;ENSECAG00000000485;rna_b;ENSECAG00000000485
SYNM.rna_b;-0.812968719002494;-0.0209668761182137;0.0701428696537078;-0.16512251336229;0.0495107302071969;SYNM;rna_b;SYNM
GNAI2.rna_b;0.594184815070946;0.45188808274973;0.139538192479576;-0.137936524103882;0.210733523270317;GNAI2;rna_b;GNAI2
SLIT3.rna_b;0.472091956680975;0.240578938093867;-0.0925005645077495;0.175757673674437;0.440824836298464;SLIT3;rna_b;SLIT3
PRR14.rna_b;0.63524232358784;-0.0493759512972017;-0.0297162498948699;0.0556676325812787;-0.0226364816518397;PRR14;rna_b;PRR14
THOC7.rna_b;0.64640656130665;-0.352855152815811;-0.16363856772524;0.0206463208013851;-0.0272178239925386;THOC7;rna_b;THOC7
ENSECAG00000000502.rna_b;0.333780348921269;-0.146161590344255;-0.0628246008816509;0.00421520049071745;0.336733144907554;ENSECAG00000000502;rna_b;ENSECAG00000000502
ENSECAG00000000508.rna_b;-0.654863335115676;0.222323421051767;-0.213857271964056;-0.274980225389153;-0.164670617984814;ENSECAG00000000508;rna_b;ENSECAG00000000508
G6PC1.rna_b;-0.27547261993387;0.294412228886944;-0.480199433406115;-0.331106563697806;0.0905514569383619;G6PC1;rna_b;G6PC1
CFL2.rna_b;-0.207016698274642;-0.37643992504891;-0.077981616045479;0.284873005806816;-0.279513826011546;CFL2;rna_b;CFL2
LBH.rna_b;0.232680089144519;-0.492094763804142;0.148821709308581;0.13470225878589;0.117835200027359;LBH;rna_b;LBH
PRELID3B.rna_b;-0.0683791739398278;-0.27512988210426;-0.114603742430016;0.0583615365781579;-0.231140428582678;PRELID3B;rna_b;PRELID3B
VSIG2.rna_b;-0.262184162637894;0.500730139958014;-0.433520454714085;-0.0742479874648114;-0.321606887407633;VSIG2;rna_b;VSIG2
CHPF.rna_b;0.380397112584713;-0.210327768471761;0.33737652049423;0.0963618336555837;0.454559590698197;CHPF;rna_b;CHPF
HTRA2.rna_b;0.511804666203851;-0.440666606419982;-0.228683445732419;0.0510340211300424;-0.0435902938001894;HTRA2;rna_b;HTRA2
ARID1B.rna_b;-0.643050683618565;0.440050069307727;0.441448010506776;-0.0508740391002503;-0.0402106900297926;ARID1B;rna_b;ARID1B
STK17B.rna_b;-0.456267184041535;0.340961282639294;-0.26518703887242;-0.480470684955382;0.208509058983507;STK17B;rna_b;STK17B
DHX38.rna_b;0.0491574235385984;0.0739500732423015;-0.0287462490758298;-0.328677332566746;0.255900267397502;DHX38;rna_b;DHX38
MAP1S.rna_b;0.350087706173002;0.164531416387852;0.465416993923415;0.329221013335548;0.189354251899076;MAP1S;rna_b;MAP1S
EPS8L1.rna_b;0.631027542290198;-0.230357539573003;0.00456255498542515;9,25E+09;0.168193345869829;EPS8L1;rna_b;EPS8L1
SEC23IP.rna_b;-0.503326617778939;0.307286689384424;-0.301230849313749;-0.183396486776788;-0.18593510291955;SEC23IP;rna_b;SEC23IP
ZNF385B.rna_b;0.101774831364264;0.693391956204891;0.112340603321643;0.285748353525685;-0.041894343915862;ZNF385B;rna_b;ZNF385B
DDX6.rna_b;-0.216210654262039;-0.134448782450073;0.348323601617089;0.346729451751436;0.103938016982652;DDX6;rna_b;DDX6
CCDC174.rna_b;0.214518499862547;0.194182589085026;0.0214251687084396;0.0978693440730003;-0.316490507690604;CCDC174;rna_b;CCDC174
PTCH2.rna_b;0.202682055874825;0.393436147748985;-0.0796453020028203;-0.0383384536506978;0.4763715885775;PTCH2;rna_b;PTCH2
HECW2.rna_b;-0.634411019732247;0.371848641049096;-0.180954130202226;-0.088952368751193;-0.253580505376869;HECW2;rna_b;HECW2
RUVBL1.rna_b;0.612999907935149;-0.444664273536158;-0.322802128974124;0.0926268304586125;0.180454176107641;RUVBL1;rna_b;RUVBL1
TM9SF4.rna_b;-0.344364346070703;0.0131877682042649;-0.14106292709067;0.22650802355467;0.222481751198162;TM9SF4;rna_b;TM9SF4
TDRD3.rna_b;-0.625441157970766;-0.0155595115043088;0.186435802770787;0.398788614873239;-0.108811861022149;TDRD3;rna_b;TDRD3
PAX5.rna_b;-0.633673753044722;0.249355968882558;-0.0361545820817517;-0.169942894997503;-0.293784265157949;PAX5;rna_b;PAX5
PBRM1.rna_b;-0.503187554716789;0.10707850032364;0.186825387332211;0.0860991945391726;-0.0564016266050992;PBRM1;rna_b;PBRM1
POLR2D.rna_b;0.679219613091514;-0.434835701825677;-0.189567366210518;0.0473392701273654;0.0445918214744288;POLR2D;rna_b;POLR2D
RPUSD4.rna_b;0.161317429655738;-0.150852395747439;-0.120714182193699;0.0241899503344073;-0.177086152402345;RPUSD4;rna_b;RPUSD4
KIF5B.rna_b;-0.300207490257177;0.503797305759584;0.279896951202707;0.316994054714824;0.054928078652811;KIF5B;rna_b;KIF5B
ZDHHC8.rna_b;0.0150568469687492;0.00956026835459417;0.496104689904107;-0.0893579518570895;0.134532049823701;ZDHHC8;rna_b;ZDHHC8
NSMAF.rna_b;0.350541120710148;-0.0279016056134309;0.130274030144057;-0.16377617804558;-0.177983168818418;NSMAF;rna_b;NSMAF
RBM43.rna_b;0.0624761603449588;0.0541141249975185;-0.140225223701885;-0.239311288606279;0.0528815408225557;RBM43;rna_b;RBM43
TMEM68.rna_b;-0.277642366708204;0.0587231522820511;-0.258711507491374;-0.0233942799326985;0.330319987653117;TMEM68;rna_b;TMEM68
FOXP4.rna_b;0.322791244530586;-0.0882073231454876;0.547639333141197;0.115005220642873;-0.0687320641844026;FOXP4;rna_b;FOXP4
FBXL15.rna_b;0.703092307261771;-0.291521640667877;-0.111108912987368;-0.0618181341212882;-0.0347797618128687;FBXL15;rna_b;FBXL15
DAD1.rna_b;0.750243383041747;-0.34913731610343;-0.0830215404350994;0.137558703678153;0.101972259420369;DAD1;rna_b;DAD1
NIN.rna_b;-0.801071487641971;0.257801119795644;0.184590443039247;-0.188254417123863;-0.0207415129845893;NIN;rna_b;NIN
ADAMTS17.rna_b;-0.157104942208947;5,45E+09;0.185824213240241;0.112505365184513;0.190012987881378;ADAMTS17;rna_b;ADAMTS17
GBA2.rna_b;-0.30633635227208;0.481058896466969;0.317476127645007;-0.000176416954574356;0.130771292575833;GBA2;rna_b;GBA2
COX7A2L.rna_b;0.724512212121394;-0.542152866888737;-0.0932108198053876;0.018798635125562;-0.0402199374311615;COX7A2L;rna_b;COX7A2L
PRRG3.rna_b;-0.746484618653645;0.389979826346062;0.205578522969522;0.143228088273444;0.172485111404365;PRRG3;rna_b;PRRG3
SEMA6C.rna_b;0.130230809947277;-0.0884985963078241;0.50468751820395;0.0467813985011391;0.149169494869003;SEMA6C;rna_b;SEMA6C
MRPL45.rna_b;0.352101325084411;-0.545130286398417;0.0714831263472084;0.103808631443571;-0.247639241603358;MRPL45;rna_b;MRPL45
TRAF3IP2.rna_b;0.0982157898335746;0.157153864409736;-0.210021637307402;-0.182704673222246;0.15536681041338;TRAF3IP2;rna_b;TRAF3IP2
SLC30A9.rna_b;-0.13816918937047;-0.228511318289929;0.0315310546942867;-0.0735980259620925;-0.434513263303255;SLC30A9;rna_b;SLC30A9
KIF13A.rna_b;-0.800640898805789;0.168932411028297;0.430300294822461;0.0730108723805912;-0.131775706727332;KIF13A;rna_b;KIF13A
PCDH7.rna_b;-0.337536454199137;-0.146227064321036;0.0427028183960087;0.0429659566411899;-0.036417630637564;PCDH7;rna_b;PCDH7
DHODH.rna_b;0.165736225696472;-0.0319357257055957;-0.0886988862319168;-0.104503968788784;0.147318455087378;DHODH;rna_b;DHODH
SEC22C.rna_b;-0.452617998544116;-0.0352481128136037;0.281431212198347;0.438958712397122;-0.0231496685511003;SEC22C;rna_b;SEC22C
CAPRIN2.rna_b;-0.306670841617546;0.0841240650216683;-0.0341642677439183;0.223262500150358;-0.226590190678211;CAPRIN2;rna_b;CAPRIN2
SNX27.rna_b;-0.738210030139257;0.158391522137302;0.0742998081192136;0.0822256158896186;-0.176980827922465;SNX27;rna_b;SNX27
HSF1.rna_b;0.497940934775225;0.0409771949196189;0.357838737956397;-0.115044555143952;-0.0747278255811042;HSF1;rna_b;HSF1
CDK18.rna_b;0.0280668243884148;-0.646797195538289;-0.0723842101722174;-0.414773730932104;0.109035208657205;CDK18;rna_b;CDK18
TCF3.rna_b;0.37414521774944;0.320060933156327;0.142550186745742;0.0985357785661052;0.0756838446199173;TCF3;rna_b;TCF3
PTPN2.rna_b;0.305104281946328;-0.387564145701154;-0.131589028973861;-0.00545865549861569;0.00808529862031209;PTPN2;rna_b;PTPN2
LRCH2.rna_b;-0.382217128626265;0.0997550572695291;-0.232946898653131;0.0609271311053574;0.0277194535056923;LRCH2;rna_b;LRCH2
PDPK1.rna_b;-0.471122694831169;-0.111007871300137;-0.163093753288841;-0.0742304143157985;0.0838534150138653;PDPK1;rna_b;PDPK1
TPP2.rna_b;-0.608275279382453;-0.163387359073584;-0.0315289757893758;-0.09764871090916;0.0434986945930335;TPP2;rna_b;TPP2
ANO10.rna_b;-0.268141635954132;0.53948592366369;-0.125800943680324;0.250155427219089;0.17507607258072;ANO10;rna_b;ANO10
SMPDL3B.rna_b;-0.149858943818741;0.124656003900506;0.0329041389515783;0.0992311129221625;0.155505240692029;SMPDL3B;rna_b;SMPDL3B
STAC2.rna_b;0.0788189638355707;0.247395444655135;0.112327788869754;-0.289128736060958;0.206721843234384;STAC2;rna_b;STAC2
SEL1L3.rna_b;-0.66841569254469;-0.305940318239753;0.112478517716113;-0.0952635509067282;-0.019623899420714;SEL1L3;rna_b;SEL1L3
PLXNB3.rna_b;0.172725709059531;0.484625123145571;-0.132610261199139;-0.172580222173109;0.185380839750816;PLXNB3;rna_b;PLXNB3
PLAGL1.rna_b;-0.451204176925187;0.267678502396385;-0.372896648931582;-0.183486657083777;0.194659518672633;PLAGL1;rna_b;PLAGL1
SFPQ.rna_b;-0.644832207412933;0.431540538239542;-0.18804366307028;-0.229263708669799;-0.21444829872491;SFPQ;rna_b;SFPQ
ABCB7.rna_b;-0.174327618159366;-0.440569313073687;0.352563437225688;0.0885947708289554;-0.231879514490006;ABCB7;rna_b;ABCB7
MAP7D3.rna_b;0.45905406489059;0.17605983178152;0.539753163036573;-0.0660500106609282;-0.166123401666887;MAP7D3;rna_b;MAP7D3
NR2C1.rna_b;-0.452606157076041;-0.266215493612138;0.077121309543959;0.317720299380894;-0.197965836104176;NR2C1;rna_b;NR2C1
LCORL.rna_b;-0.782750604968196;0.105389472228505;-0.0564574520609683;0.0258716486478823;-0.174297962990507;LCORL;rna_b;LCORL
BPGM.rna_b;-0.0109494463672154;-0.340037482569933;0.286838864052843;0.0107525825550391;-0.222563925712895;BPGM;rna_b;BPGM
GPNMB.rna_b;0.106207461616363;-0.408096812849701;0.01112052337605;-0.158809765657427;-0.124043049178613;GPNMB;rna_b;GPNMB
TBC1D17.rna_b;0.692299243207602;-0.215885927643118;0.221586368067745;0.164713900093768;0.070955845133165;TBC1D17;rna_b;TBC1D17
CEP126.rna_b;-0.204314382767493;-0.0952251966960915;0.518209992468376;0.168448275178366;0.00762762054538844;CEP126;rna_b;CEP126
LRRC27.rna_b;0.344117950895148;0.126689077058755;0.205230226931812;0.315192922768652;0.0406564875940178;LRRC27;rna_b;LRRC27
RMND5B.rna_b;0.645512501158703;-0.175245718968435;0.353473183589316;0.115592310964105;0.0504821982635497;RMND5B;rna_b;RMND5B
NFYC.rna_b;0.513602760103378;-0.396948184081457;0.102449934748884;0.051805092732008;-0.244962728911802;NFYC;rna_b;NFYC
NDUFB5.rna_b;0.673096601504898;-0.394014296762314;-0.0282255880905973;0.0570616590277572;-0.0544203082341812;NDUFB5;rna_b;NDUFB5
ENSECAG00000000683.rna_b;-0.698436418146136;0.136443423023818;-0.00182779443960987;-0.0262839540591515;-0.026634467484627;ENSECAG00000000683;rna_b;ENSECAG00000000683
KDM8.rna_b;-0.632361461633395;0.100870690707033;-0.161615206769568;-0.18108435168289;-0.0537314125076584;KDM8;rna_b;KDM8
B2M.rna_b;0.454952508963787;0.10121958558771;-0.547279196995012;-0.235184543405545;0.170846972254296;B2M;rna_b;B2M
LAPTM5.rna_b;0.519886629613979;0.240277606487989;-0.17389012834422;-0.24591214758489;0.0421548746779742;LAPTM5;rna_b;LAPTM5
PPP4R2.rna_b;-0.679642151920065;0.0828168012613427;-0.0404774433938074;0.240022297033863;0.118674040705839;PPP4R2;rna_b;PPP4R2
MLH1.rna_b;0.278080916597636;0.505736981206005;0.298433430210246;-0.150643726333601;0.241332443141814;MLH1;rna_b;MLH1
WDR33.rna_b;-0.103303094512266;0.113798045046823;-0.335764199412441;-0.438955142454365;-0.155491738919567;WDR33;rna_b;WDR33
VXN.rna_b;-0.0961283503254435;-0.136547738136746;0.2999190798962;-0.0128032966615564;-0.397705860459684;VXN;rna_b;VXN
BLVRB.rna_b;0.513257244271376;-0.268552589276584;-0.00395191170079688;-0.0823605516282213;0.054668291805999;BLVRB;rna_b;BLVRB
EPRS1.rna_b;-0.0101808564715719;-0.572866043885204;-0.0507690632680892;-0.195485605757414;-0.107067664703976;EPRS1;rna_b;EPRS1
FN1.rna_b;-0.0881217198108306;0.161286293056468;-0.177367769453728;-0.169404154158486;0.366505278282234;FN1;rna_b;FN1
OXSM.rna_b;-0.419631568677885;-0.347046369375651;0.172314326295824;-0.211436254044616;-0.137411898821866;OXSM;rna_b;OXSM
SARNP.rna_b;0.67401053063165;-0.435970192381878;-0.0614634236395099;-0.133647069636903;-0.0735235753170053;SARNP;rna_b;SARNP
COIL.rna_b;0.315089891191066;0.0188070990057674;-0.28005446106463;-0.146596634881726;0.0114241198123114;COIL;rna_b;COIL
SLIRP.rna_b;0.549159126521143;-0.51597239988671;0.0272201859125668;0.125605988579964;-0.109149076437751;SLIRP;rna_b;SLIRP
MDM1.rna_b;0.0222643942846891;0.129763792498772;-0.504002889193849;-0.0795469154152406;-0.293334933375971;MDM1;rna_b;MDM1
TAF15.rna_b;0.560616851982055;-0.314857206080486;0.316205563107909;-0.00957530257057908;-0.030538959152777;TAF15;rna_b;TAF15
BTBD3.rna_b;-0.7447464404441;0.304436481627393;-0.0642707130453366;-0.237705179617363;-0.00839306375584473;BTBD3;rna_b;BTBD3
MMAB.rna_b;0.539613688354295;-0.00750924126280675;0.0923027660175387;-0.19494706650841;-0.21835105118149;MMAB;rna_b;MMAB
ENSECAG00000000725.rna_b;-0.492899654051212;-0.0387435618966554;0.215671177440228;0.0228352012440138;-0.16983882668281;ENSECAG00000000725;rna_b;ENSECAG00000000725
HTRA3.rna_b;0.195810462177246;-0.0498380076041014;-0.232552263515706;-0.433422128597229;0.324436055397179;HTRA3;rna_b;HTRA3
PIGN.rna_b;-0.359276169824068;-0.0601232459621962;0.202855281979806;0.268929061365392;-0.454584822432068;PIGN;rna_b;PIGN
S100A16.rna_b;0.852148102822371;0.111264166251717;0.0538610338452162;-0.101105910958729;0.268320573932658;S100A16;rna_b;S100A16
SPMIP5.rna_b;0.529276810284089;-0.146374689425914;-0.213082344337324;0.326505642732286;0.0467491565757684;SPMIP5;rna_b;SPMIP5
C8H18orf21.rna_b;0.526918391277128;-0.271122778052365;-0.350038838177709;-0.176905691726029;-0.176077034068912;C8H18orf21;rna_b;C8H18orf21
HMGA1.rna_b;0.494688039799042;-0.324996033254389;0.125173962803875;0.16509997076658;-0.134780806387399;HMGA1;rna_b;HMGA1
MKNK1.rna_b;0.319229068150145;0.195694034458933;0.0658114246795502;0.193660515029271;0.0382262912520686;MKNK1;rna_b;MKNK1
PRKAR1A.rna_b;-0.347039132828844;0.347094401888605;0.155261027754009;0.178774170540146;-0.0618997314204713;PRKAR1A;rna_b;PRKAR1A
CWC27.rna_b;0.530858305144245;-0.425372324394461;0.00409949073610628;-0.167299446887487;0.162732997924494;CWC27;rna_b;CWC27
PRUNE1.rna_b;0.0990846020594763;-0.469865513746335;-0.0369673756914608;0.131882397807104;0.160721295475707;PRUNE1;rna_b;PRUNE1
TBC1D2.rna_b;0.0034148935029427;-0.237414436439374;0.126312884552091;0.111096739745771;-0.0468064993641645;TBC1D2;rna_b;TBC1D2
KIF3C.rna_b;0.200878735731086;0.484331318145178;0.48388456594722;-0.0196046924041793;-0.205841784101479;KIF3C;rna_b;KIF3C
DLD.rna_b;-0.422166997711165;-0.374419999565677;0.262583756386121;-0.310667750119728;-0.422644911790913;DLD;rna_b;DLD
NEDD4L.rna_b;-0.627851661097221;0.312725935976244;0.469346893971769;0.23319442786886;0.0189636299415479;NEDD4L;rna_b;NEDD4L
TTC17.rna_b;-0.397222877828928;0.342306473242854;0.230973929017584;0.156687380671644;-0.163991609225697;TTC17;rna_b;TTC17
SACS.rna_b;-0.902580053451528;0.15717531900394;0.0820663781468871;0.0414250027077979;-0.133011100320043;SACS;rna_b;SACS
RPRD1A.rna_b;-0.737501104074491;-0.0654020621691587;0.258778461152518;0.147200407295961;-0.331373776563979;RPRD1A;rna_b;RPRD1A
CSRNP1.rna_b;0.0900074561222096;0.50470980360922;0.145793228001934;-0.343237870839673;0.0653313131754435;CSRNP1;rna_b;CSRNP1
SLC4A7.rna_b;-0.557698131350259;0.344645544221669;-0.318701573858745;-0.222041425746444;-0.115460987740402;SLC4A7;rna_b;SLC4A7
SLC35C1.rna_b;-0.681502724452758;0.285517130714075;0.288044945116592;0.0484908031665306;0.0968733582547448;SLC35C1;rna_b;SLC35C1
GGT7.rna_b;0.4919990109681;0.223836571186539;-0.0850270141061616;-0.0911131286434611;0.0380917021636254;GGT7;rna_b;GGT7
KCTD3.rna_b;-0.504370797845747;-0.0245031191719535;0.255520075371314;0.35247434336415;0.192305184704617;KCTD3;rna_b;KCTD3
HNRNPA2B1.rna_b;0.322423645728691;0.343420728739373;-0.289990915431639;-0.275171282562085;-0.527804295014603;HNRNPA2B1;rna_b;HNRNPA2B1
STYXL2.rna_b;0.203178909939724;0.222667433736814;0.638232660792285;0.337425997693791;0.0631942623128843;STYXL2;rna_b;STYXL2
SH3BP5L.rna_b;0.120172393230859;0.226402231328368;-0.0755998506875722;0.348583263065906;0.318696030267605;SH3BP5L;rna_b;SH3BP5L
DMTN.rna_b;0.304743617176522;-0.0336264506304787;-0.0926084460264923;-0.11224731643445;0.508261689882362;DMTN;rna_b;DMTN
LUC7L.rna_b;0.0872553239648057;0.208261438507824;-0.479777580535433;-0.0176917842405849;-0.326784941785831;LUC7L;rna_b;LUC7L
ADHFE1.rna_b;0.211373264949745;-0.255508576091958;0.120543799586838;-0.0804834759867968;-0.463060806738178;ADHFE1;rna_b;ADHFE1
CETN2.rna_b;0.698594435698608;-0.449181262962946;-0.0266914658540707;0.286997421112589;0.0147060991475827;CETN2;rna_b;CETN2
SUN2.rna_b;-0.0908359346024199;0.0255175440496357;-0.0691279714073358;0.176203238946302;0.620828427210561;SUN2;rna_b;SUN2
HS2ST1.rna_b;-0.673004668987016;0.132692040207804;0.328066231786524;0.179265094727794;0.0986779534806433;HS2ST1;rna_b;HS2ST1
QARS1.rna_b;0.674746809546722;-0.152792900533702;-0.338703035163394;0.0509668213868557;-0.0153255098087171;QARS1;rna_b;QARS1
TIMM10B.rna_b;0.479380357579784;-0.188526476129253;-0.276103266390275;0.0214350344828809;0.189093163853794;TIMM10B;rna_b;TIMM10B
SCN5A.rna_b;-0.879815611064686;0.0178836802881621;0.102742422826542;0.0549207000827971;-0.0574575697424575;SCN5A;rna_b;SCN5A
AMPD3.rna_b;-0.186493633133639;-0.304561131115678;0.465907865558968;0.0883915767571195;0.00855557261581574;AMPD3;rna_b;AMPD3
